order_id,order_date,order_hour,channel_code,channel_name,sku,product_name,category,list_price,unit_price,discount_rate,qty,amount,commission_rate,region,order_status
DTC-260501-0004,2026-05-01,15:00,DTC,자사몰,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,16000,0,1,16000,0.034,경기,배송완료
ZLR-260501-0005,2026-05-01,11:00,ZLR,ZALORA(동남아),GLF-GG-07,글루 글로스 / 07 모브 구미,립,16000,16000,0,1,16000,0.22,말레이시아,배송완료
MUSI-260501-0002,2026-05-01,16:00,MUSI,무신사,GLF-HS-06,휴 스프레드 스틱 / 06 정크,멀티,18000,16200,0.1,1,16200,0.25,기타,배송완료
MUSI-260501-0002,2026-05-01,16:00,MUSI,무신사,GLF-GG-03,글루 글로스 / 03 체리 구,립,16000,14400,0.1,1,14400,0.25,기타,배송완료
DTC-260501-0005,2026-05-01,09:00,DTC,자사몰,GLF-GG-07,글루 글로스 / 07 모브 구미,립,16000,16000,0,1,16000,0.034,대구,배송완료
DTC-260501-0005,2026-05-01,09:00,DTC,자사몰,GLF-GG-05,글루 글로스 / 05 메이플 글레이즈,립,16000,14400,0.1,1,14400,0.034,대구,배송완료
DTC-260501-0005,2026-05-01,09:00,DTC,자사몰,GLF-LL-03,글루 립라이너 / 03 머드 허그,립,16000,16000,0,1,16000,0.034,대구,배송완료
MUSI-260501-0003,2026-05-01,18:00,MUSI,무신사,GLF-HS-02,휴 스프레드 스틱 / 02 러스트,멀티,18000,18000,0,1,18000,0.25,부산,배송완료
TIKT-260501-0008,2026-05-01,16:00,TIKT,틱톡샵(US),GLF-GG-05,글루 글로스 / 05 메이플 글레이즈,립,16000,15200,0.05,1,15200,0.06,US-NY,배송완료
DTC-260501-0006,2026-05-01,02:00,DTC,자사몰,GLF-LL-01,글루 립라이너 / 01 로지 그립,립,16000,14400,0.1,1,14400,0.034,서울,배송완료
DTC-260501-0006,2026-05-01,02:00,DTC,자사몰,GLF-HS-04,휴 스프레드 스틱 / 04 아우취,멀티,18000,18000,0,1,18000,0.034,서울,배송완료
MUSI-260501-0004,2026-05-01,12:00,MUSI,무신사,GLF-GG-05,글루 글로스 / 05 메이플 글레이즈,립,16000,14400,0.1,1,14400,0.25,기타,반품
MUSI-260501-0004,2026-05-01,12:00,MUSI,무신사,GLF-GG-04,글루 글로스 / 04 피치 우즈,립,16000,16000,0,1,16000,0.25,기타,반품
DTC-260501-0007,2026-05-01,19:00,DTC,자사몰,GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,16000,0,1,16000,0.034,경기,배송완료
DTC-260501-0008,2026-05-01,11:00,DTC,자사몰,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,16000,0,1,16000,0.034,경기,배송완료
DTC-260501-0008,2026-05-01,11:00,DTC,자사몰,GLF-GG-05,글루 글로스 / 05 메이플 글레이즈,립,16000,16000,0,1,16000,0.034,경기,배송완료
DTC-260501-0008,2026-05-01,11:00,DTC,자사몰,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,16000,0,1,16000,0.034,경기,배송완료
TIKT-260501-0009,2026-05-01,15:00,TIKT,틱톡샵(US),GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,14400,0.1,1,14400,0.06,US-TX,배송완료
ZLR-260501-0006,2026-05-01,12:00,ZLR,ZALORA(동남아),GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,15200,0.05,1,15200,0.22,싱가포르,배송완료
ZLR-260501-0006,2026-05-01,12:00,ZLR,ZALORA(동남아),GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,15200,0.05,1,15200,0.22,싱가포르,배송완료
TIKT-260501-0010,2026-05-01,16:00,TIKT,틱톡샵(US),GLF-GG-08,글루 글로스 / 08 스파이시 신,립,16000,14400,0.1,1,14400,0.06,US-NY,배송완료
TIKT-260501-0010,2026-05-01,16:00,TIKT,틱톡샵(US),GLF-HS-05,휴 스프레드 스틱 / 05 칠,멀티,18000,17100,0.05,1,17100,0.06,US-NY,배송완료
ZLR-260501-0007,2026-05-01,09:00,ZLR,ZALORA(동남아),GLF-GG-08,글루 글로스 / 08 스파이시 신,립,16000,16000,0,1,16000,0.22,필리핀,배송완료
ZLR-260501-0007,2026-05-01,09:00,ZLR,ZALORA(동남아),GLF-IL-PL,일루에뜨 하이라이터 팔레트 4구,베이스,43000,40800,0.05,1,40800,0.22,필리핀,배송완료
ZLR-260501-0007,2026-05-01,09:00,ZLR,ZALORA(동남아),GLF-IL-PL,일루에뜨 하이라이터 팔레트 4구,베이스,43000,43000,0,1,43000,0.22,필리핀,배송완료
TIKT-260501-0011,2026-05-01,19:00,TIKT,틱톡샵(US),GLF-LL-01,글루 립라이너 / 01 로지 그립,립,16000,15200,0.05,1,15200,0.06,US-FL,배송중
TIKT-260501-0011,2026-05-01,19:00,TIKT,틱톡샵(US),GLF-GG-07,글루 글로스 / 07 모브 구미,립,16000,14400,0.1,1,14400,0.06,US-FL,배송중
MUSI-260501-0005,2026-05-01,09:00,MUSI,무신사,GLF-GG-07,글루 글로스 / 07 모브 구미,립,16000,16000,0,1,16000,0.25,서울,배송완료
MUSI-260501-0005,2026-05-01,09:00,MUSI,무신사,GLF-GG-05,글루 글로스 / 05 메이플 글레이즈,립,16000,14400,0.1,1,14400,0.25,서울,배송완료
MUSI-260501-0006,2026-05-01,19:00,MUSI,무신사,GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,16000,0,1,16000,0.25,기타,배송완료
DTC-260501-0009,2026-05-01,00:00,DTC,자사몰,GLF-LL-02,글루 립라이너 / 02 스틱 어 피치,립,16000,16000,0,1,16000,0.034,기타,교환
DTC-260501-0009,2026-05-01,00:00,DTC,자사몰,GLF-GG-07,글루 글로스 / 07 모브 구미,립,16000,16000,0,1,16000,0.034,기타,교환
MUSI-260501-0007,2026-05-01,19:00,MUSI,무신사,GLF-HS-07,휴 스프레드 스틱 / 07 몰트,멀티,18000,18000,0,1,18000,0.25,기타,배송완료
MUSI-260501-0007,2026-05-01,19:00,MUSI,무신사,GLF-GG-07,글루 글로스 / 07 모브 구미,립,16000,15200,0.05,1,15200,0.25,기타,배송완료
TIKT-260501-0012,2026-05-01,14:00,TIKT,틱톡샵(US),GLF-HS-03,휴 스프레드 스틱 / 03 티어링,멀티,18000,16200,0.1,1,16200,0.06,US-CA,배송완료
TIKT-260501-0012,2026-05-01,14:00,TIKT,틱톡샵(US),GLF-HS-07,휴 스프레드 스틱 / 07 몰트,멀티,18000,16200,0.1,1,16200,0.06,US-CA,배송완료
TIKT-260501-0012,2026-05-01,14:00,TIKT,틱톡샵(US),GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,14400,0.1,1,14400,0.06,US-CA,배송완료
TIKT-260501-0013,2026-05-01,20:00,TIKT,틱톡샵(US),GLF-LL-03,글루 립라이너 / 03 머드 허그,립,16000,14400,0.1,1,14400,0.06,US-NY,배송완료
TIKT-260501-0013,2026-05-01,20:00,TIKT,틱톡샵(US),GLF-BE-01,버블 이레이저 립 클렌저,클렌저,14000,12600,0.1,1,12600,0.06,US-NY,배송완료
ZLR-260501-0008,2026-05-01,23:00,ZLR,ZALORA(동남아),GLF-PP-01,피플 패치 32매,패치,8000,8000,0,1,8000,0.22,말레이시아,반품
MUSI-260501-0008,2026-05-01,19:00,MUSI,무신사,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,15200,0.05,2,30400,0.25,인천,배송완료
ZLR-260501-0009,2026-05-01,13:00,ZLR,ZALORA(동남아),GLF-IL-SG,일루에뜨 하이라이터 싱글 / 트랄라라,베이스,12000,11400,0.05,1,11400,0.22,필리핀,배송완료
TIKT-260501-0014,2026-05-01,15:00,TIKT,틱톡샵(US),GLF-IL-PL,일루에뜨 하이라이터 팔레트 4구,베이스,43000,38700,0.1,1,38700,0.06,US-NY,배송완료
TIKT-260501-0015,2026-05-01,13:00,TIKT,틱톡샵(US),GLF-GG-05,글루 글로스 / 05 메이플 글레이즈,립,16000,15200,0.05,1,15200,0.06,US-TX,배송완료
TIKT-260501-0015,2026-05-01,13:00,TIKT,틱톡샵(US),GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,16000,0,1,16000,0.06,US-TX,배송완료
ZLR-260501-0010,2026-05-01,21:00,ZLR,ZALORA(동남아),GLF-IL-SG,일루에뜨 하이라이터 싱글 / 트랄라라,베이스,12000,12000,0,1,12000,0.22,말레이시아,배송완료
ZLR-260501-0010,2026-05-01,21:00,ZLR,ZALORA(동남아),GLF-GG-07,글루 글로스 / 07 모브 구미,립,16000,16000,0,1,16000,0.22,말레이시아,배송완료
TIKT-260501-0016,2026-05-01,00:00,TIKT,틱톡샵(US),GLF-HS-01,휴 스프레드 스틱 / 01 코이코이,멀티,18000,17100,0.05,1,17100,0.06,US-CA,배송완료
ZLR-260501-0011,2026-05-01,14:00,ZLR,ZALORA(동남아),GLF-BE-01,버블 이레이저 립 클렌저,클렌저,14000,14000,0,1,14000,0.22,싱가포르,반품
TIKT-260501-0017,2026-05-01,16:00,TIKT,틱톡샵(US),GLF-PP-01,피플 패치 32매,패치,8000,7200,0.1,1,7200,0.06,US-TX,배송완료
TIKT-260501-0017,2026-05-01,16:00,TIKT,틱톡샵(US),GLF-GG-05,글루 글로스 / 05 메이플 글레이즈,립,16000,16000,0,1,16000,0.06,US-TX,배송완료
TIKT-260501-0018,2026-05-01,19:00,TIKT,틱톡샵(US),GLF-GG-08,글루 글로스 / 08 스파이시 신,립,16000,15200,0.05,1,15200,0.06,US-TX,반품
TIKT-260501-0018,2026-05-01,19:00,TIKT,틱톡샵(US),GLF-IL-PL,일루에뜨 하이라이터 팔레트 4구,베이스,43000,38700,0.1,1,38700,0.06,US-TX,반품
ZLR-260501-0012,2026-05-01,18:00,ZLR,ZALORA(동남아),GLF-GG-07,글루 글로스 / 07 모브 구미,립,16000,16000,0,1,16000,0.22,싱가포르,반품
DTC-260501-0010,2026-05-01,20:00,DTC,자사몰,GLF-LL-02,글루 립라이너 / 02 스틱 어 피치,립,16000,16000,0,2,32000,0.034,인천,배송완료
DTC-260501-0010,2026-05-01,20:00,DTC,자사몰,GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,16000,0,1,16000,0.034,인천,배송완료
DTC-260501-0011,2026-05-01,21:00,DTC,자사몰,GLF-LL-03,글루 립라이너 / 03 머드 허그,립,16000,16000,0,1,16000,0.034,인천,반품
DTC-260501-0011,2026-05-01,21:00,DTC,자사몰,GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,14400,0.1,1,14400,0.034,인천,반품
MUSI-260501-0009,2026-05-01,19:00,MUSI,무신사,GLF-LL-03,글루 립라이너 / 03 머드 허그,립,16000,16000,0,2,32000,0.25,서울,배송완료
DTC-260501-0012,2026-05-01,04:00,DTC,자사몰,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,16000,0,1,16000,0.034,서울,배송완료
MUSI-260501-0010,2026-05-01,11:00,MUSI,무신사,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,16000,0,1,16000,0.25,경기,배송중
MUSI-260501-0010,2026-05-01,11:00,MUSI,무신사,GLF-HS-01,휴 스프레드 스틱 / 01 코이코이,멀티,18000,18000,0,1,18000,0.25,경기,배송중
TIKT-260501-0019,2026-05-01,10:00,TIKT,틱톡샵(US),GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,14400,0.1,1,14400,0.06,US-FL,배송완료
TIKT-260501-0020,2026-05-01,22:00,TIKT,틱톡샵(US),GLF-IL-SG,일루에뜨 하이라이터 싱글 / 트랄라라,베이스,12000,10800,0.1,1,10800,0.06,US-WA,배송완료
TIKT-260501-0020,2026-05-01,22:00,TIKT,틱톡샵(US),GLF-HS-07,휴 스프레드 스틱 / 07 몰트,멀티,18000,18000,0,2,36000,0.06,US-WA,배송완료
ZLR-260501-0013,2026-05-01,03:00,ZLR,ZALORA(동남아),GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,16000,0,1,16000,0.22,싱가포르,배송완료
ZLR-260501-0013,2026-05-01,03:00,ZLR,ZALORA(동남아),GLF-HS-04,휴 스프레드 스틱 / 04 아우취,멀티,18000,17100,0.05,1,17100,0.22,싱가포르,배송완료
DTC-260501-0013,2026-05-01,06:00,DTC,자사몰,GLF-GG-04,글루 글로스 / 04 피치 우즈,립,16000,16000,0,1,16000,0.034,서울,배송완료
DTC-260501-0014,2026-05-01,10:00,DTC,자사몰,GLF-HS-04,휴 스프레드 스틱 / 04 아우취,멀티,18000,18000,0,1,18000,0.034,서울,배송중
TIKT-260501-0021,2026-05-01,08:00,TIKT,틱톡샵(US),GLF-IL-MN,일루에뜨 하이라이터 미니,베이스,27000,24300,0.1,1,24300,0.06,US-CA,배송완료
TIKT-260501-0021,2026-05-01,08:00,TIKT,틱톡샵(US),GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,15200,0.05,2,30400,0.06,US-CA,배송완료
TIKT-260501-0021,2026-05-01,08:00,TIKT,틱톡샵(US),GLF-LL-01,글루 립라이너 / 01 로지 그립,립,16000,16000,0,1,16000,0.06,US-CA,배송완료
ZLR-260501-0014,2026-05-01,12:00,ZLR,ZALORA(동남아),GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,16000,0,1,16000,0.22,싱가포르,배송완료
DTC-260501-0015,2026-05-01,19:00,DTC,자사몰,GLF-GG-03,글루 글로스 / 03 체리 구,립,16000,16000,0,1,16000,0.034,기타,배송완료
DTC-260501-0015,2026-05-01,19:00,DTC,자사몰,GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,16000,0,1,16000,0.034,기타,배송완료
ZLR-260501-0015,2026-05-01,16:00,ZLR,ZALORA(동남아),GLF-GG-03,글루 글로스 / 03 체리 구,립,16000,15200,0.05,1,15200,0.22,싱가포르,배송완료
TIKT-260501-0022,2026-05-01,20:00,TIKT,틱톡샵(US),GLF-HS-01,휴 스프레드 스틱 / 01 코이코이,멀티,18000,16200,0.1,1,16200,0.06,US-WA,배송완료
TIKT-260501-0023,2026-05-01,20:00,TIKT,틱톡샵(US),GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,15200,0.05,1,15200,0.06,US-CA,배송완료
TIKT-260501-0023,2026-05-01,20:00,TIKT,틱톡샵(US),GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,14400,0.1,1,14400,0.06,US-CA,배송완료
MUSI-260501-0011,2026-05-01,17:00,MUSI,무신사,GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,16000,0,1,16000,0.25,서울,배송완료
MUSI-260501-0012,2026-05-01,10:00,MUSI,무신사,GLF-GG-04,글루 글로스 / 04 피치 우즈,립,16000,16000,0,1,16000,0.25,경기,배송완료
MUSI-260501-0012,2026-05-01,10:00,MUSI,무신사,GLF-HS-02,휴 스프레드 스틱 / 02 러스트,멀티,18000,18000,0,1,18000,0.25,경기,배송완료
ZLR-260501-0016,2026-05-01,04:00,ZLR,ZALORA(동남아),GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,15200,0.05,1,15200,0.22,필리핀,배송완료
ZLR-260501-0016,2026-05-01,04:00,ZLR,ZALORA(동남아),GLF-GG-08,글루 글로스 / 08 스파이시 신,립,16000,16000,0,2,32000,0.22,필리핀,배송완료
MUSI-260501-0013,2026-05-01,02:00,MUSI,무신사,GLF-GG-04,글루 글로스 / 04 피치 우즈,립,16000,14400,0.1,1,14400,0.25,서울,교환
MUSI-260501-0013,2026-05-01,02:00,MUSI,무신사,GLF-HS-05,휴 스프레드 스틱 / 05 칠,멀티,18000,16200,0.1,1,16200,0.25,서울,교환
TIKT-260501-0024,2026-05-01,20:00,TIKT,틱톡샵(US),GLF-LL-03,글루 립라이너 / 03 머드 허그,립,16000,14400,0.1,1,14400,0.06,US-FL,배송완료
ZLR-260501-0017,2026-05-01,12:00,ZLR,ZALORA(동남아),GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,16000,0,1,16000,0.22,필리핀,배송완료
MUSI-260501-0014,2026-05-01,11:00,MUSI,무신사,GLF-IL-MN,일루에뜨 하이라이터 미니,베이스,27000,25600,0.05,1,25600,0.25,서울,교환
ZLR-260501-0018,2026-05-01,05:00,ZLR,ZALORA(동남아),GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,16000,0,2,32000,0.22,싱가포르,배송완료
ZLR-260501-0019,2026-05-01,10:00,ZLR,ZALORA(동남아),GLF-GG-03,글루 글로스 / 03 체리 구,립,16000,16000,0,1,16000,0.22,싱가포르,배송완료
TIKT-260501-0025,2026-05-01,16:00,TIKT,틱톡샵(US),GLF-GG-04,글루 글로스 / 04 피치 우즈,립,16000,16000,0,1,16000,0.06,US-FL,배송완료
DTC-260501-0016,2026-05-01,16:00,DTC,자사몰,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,14400,0.1,1,14400,0.034,경기,배송완료
TIKT-260501-0026,2026-05-01,18:00,TIKT,틱톡샵(US),GLF-LL-03,글루 립라이너 / 03 머드 허그,립,16000,14400,0.1,1,14400,0.06,US-NY,배송완료
TIKT-260501-0027,2026-05-01,21:00,TIKT,틱톡샵(US),GLF-LL-02,글루 립라이너 / 02 스틱 어 피치,립,16000,16000,0,1,16000,0.06,US-WA,배송완료
TIKT-260501-0027,2026-05-01,21:00,TIKT,틱톡샵(US),GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,15200,0.05,1,15200,0.06,US-WA,배송완료
DTC-260502-0017,2026-05-02,12:00,DTC,자사몰,GLF-HS-02,휴 스프레드 스틱 / 02 러스트,멀티,18000,18000,0,1,18000,0.034,경기,배송완료
DTC-260502-0017,2026-05-02,12:00,DTC,자사몰,GLF-HS-02,휴 스프레드 스틱 / 02 러스트,멀티,18000,18000,0,1,18000,0.034,경기,배송완료
DTC-260502-0018,2026-05-02,20:00,DTC,자사몰,GLF-IL-MN,일루에뜨 하이라이터 미니,베이스,27000,27000,0,1,27000,0.034,서울,배송완료
TIKT-260502-0028,2026-05-02,03:00,TIKT,틱톡샵(US),GLF-HS-07,휴 스프레드 스틱 / 07 몰트,멀티,18000,17100,0.05,1,17100,0.06,US-FL,배송완료
DTC-260502-0019,2026-05-02,20:00,DTC,자사몰,GLF-HS-01,휴 스프레드 스틱 / 01 코이코이,멀티,18000,16200,0.1,2,32400,0.034,기타,교환
DTC-260502-0020,2026-05-02,13:00,DTC,자사몰,GLF-HS-06,휴 스프레드 스틱 / 06 정크,멀티,18000,16200,0.1,1,16200,0.034,서울,배송완료
TIKT-260502-0029,2026-05-02,19:00,TIKT,틱톡샵(US),GLF-GG-07,글루 글로스 / 07 모브 구미,립,16000,14400,0.1,1,14400,0.06,US-FL,배송완료
TIKT-260502-0030,2026-05-02,00:00,TIKT,틱톡샵(US),GLF-IL-PL,일루에뜨 하이라이터 팔레트 4구,베이스,43000,38700,0.1,1,38700,0.06,US-FL,배송완료
TIKT-260502-0031,2026-05-02,14:00,TIKT,틱톡샵(US),GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,16000,0,1,16000,0.06,US-WA,배송완료
TIKT-260502-0031,2026-05-02,14:00,TIKT,틱톡샵(US),GLF-LL-03,글루 립라이너 / 03 머드 허그,립,16000,15200,0.05,1,15200,0.06,US-WA,배송완료
MUSI-260502-0015,2026-05-02,22:00,MUSI,무신사,GLF-HS-07,휴 스프레드 스틱 / 07 몰트,멀티,18000,16200,0.1,1,16200,0.25,기타,배송완료
MUSI-260502-0015,2026-05-02,22:00,MUSI,무신사,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,16000,0,1,16000,0.25,기타,배송완료
DTC-260502-0021,2026-05-02,12:00,DTC,자사몰,GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,16000,0,1,16000,0.034,서울,배송완료
DTC-260502-0021,2026-05-02,12:00,DTC,자사몰,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,14400,0.1,1,14400,0.034,서울,배송완료
ZLR-260502-0020,2026-05-02,08:00,ZLR,ZALORA(동남아),GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,16000,0,1,16000,0.22,싱가포르,배송완료
TIKT-260502-0032,2026-05-02,15:00,TIKT,틱톡샵(US),GLF-LL-01,글루 립라이너 / 01 로지 그립,립,16000,16000,0,1,16000,0.06,US-TX,배송완료
TIKT-260502-0032,2026-05-02,15:00,TIKT,틱톡샵(US),GLF-GG-04,글루 글로스 / 04 피치 우즈,립,16000,14400,0.1,1,14400,0.06,US-TX,배송완료
DTC-260502-0022,2026-05-02,15:00,DTC,자사몰,GLF-GG-05,글루 글로스 / 05 메이플 글레이즈,립,16000,14400,0.1,1,14400,0.034,경기,배송완료
MUSI-260502-0016,2026-05-02,10:00,MUSI,무신사,GLF-GG-03,글루 글로스 / 03 체리 구,립,16000,14400,0.1,1,14400,0.25,서울,배송완료
TIKT-260502-0033,2026-05-02,17:00,TIKT,틱톡샵(US),GLF-IL-SG,일루에뜨 하이라이터 싱글 / 트랄라라,베이스,12000,12000,0,1,12000,0.06,US-FL,배송완료
MUSI-260502-0017,2026-05-02,13:00,MUSI,무신사,GLF-HS-03,휴 스프레드 스틱 / 03 티어링,멀티,18000,18000,0,1,18000,0.25,부산,배송완료
MUSI-260502-0017,2026-05-02,13:00,MUSI,무신사,GLF-IL-MN,일루에뜨 하이라이터 미니,베이스,27000,25600,0.05,1,25600,0.25,부산,배송완료
MUSI-260502-0017,2026-05-02,13:00,MUSI,무신사,GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,16000,0,1,16000,0.25,부산,배송완료
ZLR-260502-0021,2026-05-02,20:00,ZLR,ZALORA(동남아),GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,15200,0.05,1,15200,0.22,말레이시아,배송완료
DTC-260502-0023,2026-05-02,09:00,DTC,자사몰,GLF-GG-02,글루 글로스 / 02 소미 허니,립,16000,16000,0,1,16000,0.034,서울,배송완료
DTC-260502-0024,2026-05-02,09:00,DTC,자사몰,GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,16000,0,2,32000,0.034,서울,배송완료
DTC-260502-0024,2026-05-02,09:00,DTC,자사몰,GLF-BE-01,버블 이레이저 립 클렌저,클렌저,14000,12600,0.1,1,12600,0.034,서울,배송완료
DTC-260502-0025,2026-05-02,11:00,DTC,자사몰,GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,16000,0,1,16000,0.034,서울,배송완료
DTC-260502-0025,2026-05-02,11:00,DTC,자사몰,GLF-HS-01,휴 스프레드 스틱 / 01 코이코이,멀티,18000,18000,0,1,18000,0.034,서울,배송완료
MUSI-260502-0018,2026-05-02,08:00,MUSI,무신사,GLF-GG-01,글루 글로스 / 01 츄이 버블,립,16000,15200,0.05,1,15200,0.25,대구,배송완료
DTC-260502-0026,2026-05-02,15:00,DTC,자사몰,GLF-LL-02,글루 립라이너 / 02 스틱 어 피치,립,16000,16000,0,1,16000,0.034,서울,반품
DTC-260502-0026,2026-05-02,15:00,DTC,자사몰,GLF-LL-02,글루 립라이너 / 02 스틱 어 피치,립,16000,14400,0.1,1,14400,0.034,서울,반품
MUSI-260502-0019,2026-05-02,18:00,MUSI,무신사,GLF-GG-06,글루 글로스 / 06 밍글루,립,16000,15200,0.05,1,15200,0.25,경기,배송완료
MUSI-260502-0019,2026-05-02,18:00,MUSI,무신사,GLF-HS-03,휴 스프레드 스틱 / 03 티어링,멀티,18000,18000,0,1,18000,0.25,경기,배송완료
TIKT-260502-0034,2026-05-02,12:00,TIKT,틱톡샵(US),GLF-GG-04,글루 글로스 / 04 피치 우즈,립,16000,14400,0.1,1,14400,0.06,US-NY,배송완료
TIKT-260502-0034,2026-05-02,12:00,TIKT,틱톡샵(US),GLF-GG-04,글루 글로스 / 04 피치 우즈,립,16000,16000,0,1,16000,0.06,US-NY,배송완료
ZLR-260502-0022,2026-05-02,20:00,ZLR,ZALORA(동남아),GLF-GG-03,글루 글로스 / 03 체리 구,립,16000,15200,0.05,1,15200,0.22,말레이시아,반품
