주문번호,주문일,주문시간,채널,카테고리,SKU,상품명,수량,단가,금액,배송지역,주문상태
MW-260526-0015,2026-05-26,16:17,자사몰,테이블웨어,TW04,무아레 웨이브 플레이트 2P,3,32000,96000,서울,교환완료
OH-260526-0006,2026-05-26,16:28,오늘의집,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,2,48000,96000,서울,배송완료
NV-260526-0010,2026-05-26,16:56,네이버 스마트스토어,테이블웨어,TW06,무아레 글라스 컵 4P,1,36600,36600,서울,배송완료
MW-260526-0016,2026-05-26,17:20,자사몰,문구,ST05,무아레 실링스티커,1,6000,6000,경기,배송완료
29-260526-0003,2026-05-26,17:24,29CM,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,38000,38000,광주,배송중
29-260526-0004,2026-05-26,18:02,29CM,테이블웨어,TW06,무아레 글라스 컵 4P,1,39000,39000,경기,배송중
MW-260526-0007,2026-05-26,18:09,자사몰,문구,ST03,무아레 아트 엽서세트,1,8500,8500,서울,배송완료
MW-260526-0014,2026-05-26,18:22,자사몰,테이블웨어,TW01,무아레 스톤 머그,2,21000,42000,경기,배송완료
MW-260526-0014,2026-05-26,18:22,자사몰,패브릭,FB03,무아레 워시드 쿠션커버,2,27000,54000,경기,배송완료
NV-260526-0014,2026-05-26,18:46,네이버 스마트스토어,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,31700,31700,광주,반품완료
NV-260526-0014,2026-05-26,18:46,네이버 스마트스토어,패브릭,FB05,무아레 웨이브 테이블러너,2,31700,63400,광주,반품완료
NV-260526-0001,2026-05-26,18:56,네이버 스마트스토어,문구,ST05,무아레 실링스티커,2,5900,11800,기타,배송완료
NV-260526-0001,2026-05-26,18:56,네이버 스마트스토어,패브릭,FB04,무아레 린넨 앞치마,1,31700,31700,기타,배송완료
NV-260526-0001,2026-05-26,18:56,네이버 스마트스토어,홈프래그런스,FR02,무아레 우드세이지 캔들,2,35600,71200,기타,배송완료
NV-260526-0008,2026-05-26,18:57,네이버 스마트스토어,문구,ST04,무아레 마스킹테이프 세트,5,5000,25000,인천,배송완료
NV-260526-0008,2026-05-26,18:57,네이버 스마트스토어,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,3,19800,59400,인천,배송완료
NV-260526-0008,2026-05-26,18:57,네이버 스마트스토어,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,35600,35600,인천,배송완료
MW-260526-0002,2026-05-26,18:58,자사몰,문구,ST02,무아레 그리드 노트,1,11000,11000,인천,배송완료
NV-260526-0005,2026-05-26,19:25,네이버 스마트스토어,테이블웨어,TW07,무아레 세라믹 티팟,1,43600,43600,대구,배송완료
NV-260526-0005,2026-05-26,19:25,네이버 스마트스토어,테이블웨어,TW01,무아레 스톤 머그,1,20800,20800,대구,배송완료
NV-260526-0013,2026-05-26,19:47,네이버 스마트스토어,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,1,44600,44600,기타,반품완료
NV-260526-0011,2026-05-26,20:19,네이버 스마트스토어,테이블웨어,TW05,무아레 스톤 보울,2,24800,49600,대구,배송완료
NV-260526-0011,2026-05-26,20:19,네이버 스마트스토어,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,19800,19800,대구,배송완료
NV-260526-0006,2026-05-26,20:33,네이버 스마트스토어,패브릭,FB06,무아레 코튼 플레이스매트 2P,1,21800,21800,기타,반품완료
OH-260526-0003,2026-05-26,20:34,오늘의집,홈프래그런스,FR06,무아레 리넨 룸스프레이,2,26000,52000,대구,배송완료
OH-260526-0003,2026-05-26,20:34,오늘의집,문구,ST01,무아레 데일리 다이어리,1,22000,22000,대구,배송완료
OH-260526-0003,2026-05-26,20:34,오늘의집,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,1,52000,52000,대구,배송완료
OH-260526-0001,2026-05-26,20:47,오늘의집,테이블웨어,TW02,무아레 웨이브 머그,1,24000,24000,경기,배송완료
MW-260526-0018,2026-05-26,21:07,자사몰,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,2,20000,40000,대전,배송완료
NV-260526-0015,2026-05-26,21:34,네이버 스마트스토어,문구,ST02,무아레 그리드 노트,4,10900,43600,경남,배송완료
NV-260526-0015,2026-05-26,21:34,네이버 스마트스토어,테이블웨어,TW03,무아레 스톤 플레이트 2P,2,29700,59400,경남,배송완료
NV-260526-0015,2026-05-26,21:34,네이버 스마트스토어,테이블웨어,TW01,무아레 스톤 머그,1,20800,20800,경남,배송완료
NV-260526-0016,2026-05-26,21:41,네이버 스마트스토어,테이블웨어,TW04,무아레 웨이브 플레이트 2P,2,31700,63400,인천,배송완료
29-260526-0005,2026-05-26,22:22,29CM,홈프래그런스,FR02,무아레 우드세이지 캔들,1,38000,38000,서울,배송완료
29-260526-0005,2026-05-26,22:22,29CM,테이블웨어,TW05,무아레 스톤 보울,1,26000,26000,서울,배송완료
NV-260526-0003,2026-05-26,23:18,네이버 스마트스토어,홈프래그런스,FR08,무아레 미니 캔들 3종세트,3,31700,95100,경기,배송완료
NV-260526-0012,2026-05-26,23:24,네이버 스마트스토어,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,19800,19800,경남,배송완료
MW-260526-0003,2026-05-26,23:39,자사몰,문구,ST03,무아레 아트 엽서세트,1,8500,8500,인천,배송중
MW-260527-0009,2026-05-27,07:26,자사몰,문구,ST05,무아레 실링스티커,5,6000,30000,인천,배송완료
29-260527-0004,2026-05-27,08:05,29CM,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,26000,26000,광주,반품완료
MW-260527-0020,2026-05-27,08:39,자사몰,문구,ST02,무아레 그리드 노트,1,11000,11000,대전,배송완료
MW-260527-0020,2026-05-27,08:39,자사몰,홈프래그런스,FR08,무아레 미니 캔들 3종세트,1,32000,32000,대전,배송완료
MW-260527-0020,2026-05-27,08:39,자사몰,홈프래그런스,FR03,무아레 시트러스 캔들,2,39000,78000,대전,배송완료
OH-260527-0001,2026-05-27,08:59,오늘의집,패브릭,FB06,무아레 코튼 플레이스매트 2P,1,24000,24000,서울,배송완료
MW-260527-0012,2026-05-27,09:41,자사몰,문구,ST04,무아레 마스킹테이프 세트,2,5000,10000,서울,배송완료
NV-260527-0006,2026-05-27,09:57,네이버 스마트스토어,테이블웨어,TW05,무아레 스톤 보울,1,24800,24800,광주,반품완료
NV-260527-0006,2026-05-27,09:57,네이버 스마트스토어,문구,ST01,무아레 데일리 다이어리,2,20800,41600,광주,반품완료
OH-260527-0005,2026-05-27,10:17,오늘의집,홈프래그런스,FR01,무아레 화이트무스크 캔들,2,38000,76000,광주,배송완료
OH-260527-0005,2026-05-27,10:17,오늘의집,홈프래그런스,FR02,무아레 우드세이지 캔들,2,38000,76000,광주,배송완료
MW-260527-0022,2026-05-27,10:26,자사몰,패브릭,FB03,무아레 워시드 쿠션커버,1,27000,27000,경기,배송완료
NV-260527-0004,2026-05-27,10:47,네이버 스마트스토어,홈프래그런스,FR02,무아레 우드세이지 캔들,1,35600,35600,경기,배송완료
MW-260527-0014,2026-05-27,10:53,자사몰,홈프래그런스,FR08,무아레 미니 캔들 3종세트,1,32000,32000,부산,배송완료
MW-260527-0014,2026-05-27,10:53,자사몰,패브릭,FB05,무아레 웨이브 테이블러너,1,32000,32000,부산,배송완료
29-260527-0001,2026-05-27,11:01,29CM,홈프래그런스,FR03,무아레 시트러스 캔들,1,42000,42000,대구,배송완료
MW-260527-0013,2026-05-27,11:03,자사몰,문구,ST01,무아레 데일리 다이어리,3,18900,56700,인천,배송완료
NV-260527-0011,2026-05-27,11:24,네이버 스마트스토어,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,35600,35600,대구,배송완료
MW-260527-0003,2026-05-27,11:48,자사몰,홈프래그런스,FR01,무아레 화이트무스크 캔들,2,36000,72000,경기,배송완료
OH-260527-0007,2026-05-27,11:50,오늘의집,패브릭,FB06,무아레 코튼 플레이스매트 2P,3,24000,72000,서울,배송완료
MW-260527-0011,2026-05-27,12:02,자사몰,테이블웨어,TW05,무아레 스톤 보울,1,25000,25000,광주,배송완료
MW-260527-0011,2026-05-27,12:02,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,광주,배송완료
MW-260527-0017,2026-05-27,12:04,자사몰,홈프래그런스,FR03,무아레 시트러스 캔들,1,39000,39000,경기,배송완료
MW-260527-0001,2026-05-27,12:08,자사몰,문구,ST04,무아레 마스킹테이프 세트,1,5000,5000,경기,배송완료
MW-260527-0001,2026-05-27,12:08,자사몰,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,1,48000,48000,경기,배송완료
MW-260527-0010,2026-05-27,12:14,자사몰,패브릭,FB02,무아레 린넨 테이블러너,2,30000,60000,부산,배송완료
OH-260527-0008,2026-05-27,12:45,오늘의집,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,2,52000,104000,경남,배송완료
MW-260527-0008,2026-05-27,12:49,자사몰,문구,ST04,무아레 마스킹테이프 세트,1,5000,5000,경기,교환완료
MW-260527-0002,2026-05-27,13:25,자사몰,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,1,45000,45000,부산,반품완료
MW-260527-0002,2026-05-27,13:25,자사몰,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,36000,36000,부산,반품완료
MW-260527-0004,2026-05-27,14:41,자사몰,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,36000,36000,기타,배송완료
MW-260527-0004,2026-05-27,14:41,자사몰,테이블웨어,TW06,무아레 글라스 컵 4P,1,37000,37000,기타,배송완료
MW-260527-0018,2026-05-27,14:48,자사몰,문구,ST03,무아레 아트 엽서세트,3,8500,25500,경기,배송완료
29-260527-0003,2026-05-27,15:34,29CM,문구,ST06,무아레 데스크 캘린더,1,16000,16000,부산,배송완료
MW-260527-0021,2026-05-27,16:21,자사몰,문구,ST05,무아레 실링스티커,5,6000,30000,인천,교환완료
OH-260527-0010,2026-05-27,16:33,오늘의집,테이블웨어,TW02,무아레 웨이브 머그,2,24000,48000,서울,배송완료
OH-260527-0010,2026-05-27,16:33,오늘의집,패브릭,FB06,무아레 코튼 플레이스매트 2P,1,24000,24000,서울,배송완료
OH-260527-0010,2026-05-27,16:33,오늘의집,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,26000,26000,서울,배송완료
NV-260527-0003,2026-05-27,16:47,네이버 스마트스토어,홈프래그런스,FR03,무아레 시트러스 캔들,1,38600,38600,대전,교환완료
OH-260527-0003,2026-05-27,17:00,오늘의집,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,38000,38000,경기,배송완료
NV-260527-0009,2026-05-27,17:20,네이버 스마트스토어,문구,ST05,무아레 실링스티커,1,5900,5900,광주,배송완료
OH-260527-0006,2026-05-27,17:35,오늘의집,홈프래그런스,FR02,무아레 우드세이지 캔들,1,38000,38000,서울,배송완료
OH-260527-0002,2026-05-27,18:17,오늘의집,테이블웨어,TW03,무아레 스톤 플레이트 2P,1,32000,32000,경기,교환완료
OH-260527-0004,2026-05-27,18:50,오늘의집,문구,ST06,무아레 데스크 캘린더,2,16000,32000,서울,배송완료
OH-260527-0009,2026-05-27,19:00,오늘의집,홈프래그런스,FR02,무아레 우드세이지 캔들,2,38000,76000,서울,배송완료
OH-260527-0009,2026-05-27,19:00,오늘의집,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,1,52000,52000,서울,배송완료
MW-260527-0015,2026-05-27,19:20,자사몰,패브릭,FB04,무아레 린넨 앞치마,1,32000,32000,기타,배송완료
MW-260527-0007,2026-05-27,19:21,자사몰,테이블웨어,TW06,무아레 글라스 컵 4P,1,37000,37000,인천,배송완료
MW-260527-0023,2026-05-27,19:28,자사몰,문구,ST05,무아레 실링스티커,1,6000,6000,대전,배송완료
MW-260527-0023,2026-05-27,19:28,자사몰,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,24000,24000,대전,배송완료
NV-260527-0008,2026-05-27,19:33,네이버 스마트스토어,패브릭,FB02,무아레 린넨 테이블러너,1,29700,29700,서울,반품완료
MW-260527-0006,2026-05-27,19:43,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,경기,배송완료
MW-260527-0006,2026-05-27,19:43,자사몰,홈프래그런스,FR02,무아레 우드세이지 캔들,1,36000,36000,경기,배송완료
MW-260527-0016,2026-05-27,19:48,자사몰,문구,ST03,무아레 아트 엽서세트,1,8500,8500,서울,배송완료
MW-260527-0016,2026-05-27,19:48,자사몰,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,3,48000,144000,서울,배송완료
NV-260527-0007,2026-05-27,19:51,네이버 스마트스토어,홈프래그런스,FR06,무아레 리넨 룸스프레이,2,23800,47600,경기,배송완료
NV-260527-0007,2026-05-27,19:51,네이버 스마트스토어,문구,ST01,무아레 데일리 다이어리,2,20800,41600,경기,배송완료
NV-260527-0007,2026-05-27,19:51,네이버 스마트스토어,테이블웨어,TW01,무아레 스톤 머그,1,20800,20800,경기,배송완료
NV-260527-0010,2026-05-27,21:02,네이버 스마트스토어,테이블웨어,TW02,무아레 웨이브 머그,2,22800,45600,대전,배송완료
NV-260527-0010,2026-05-27,21:02,네이버 스마트스토어,테이블웨어,TW01,무아레 스톤 머그,1,20800,20800,대전,배송완료
MW-260527-0005,2026-05-27,21:15,자사몰,패브릭,FB04,무아레 린넨 앞치마,1,32000,32000,경기,배송중
MW-260527-0019,2026-05-27,21:37,자사몰,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,32000,32000,경남,배송완료
NV-260527-0005,2026-05-27,22:21,네이버 스마트스토어,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,1,47500,47500,기타,배송중
NV-260527-0005,2026-05-27,22:21,네이버 스마트스토어,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,19800,19800,기타,배송중
NV-260527-0005,2026-05-27,22:21,네이버 스마트스토어,홈프래그런스,FR03,무아레 시트러스 캔들,1,38600,38600,기타,배송중
NV-260527-0001,2026-05-27,22:24,네이버 스마트스토어,문구,ST03,무아레 아트 엽서세트,1,8400,8400,서울,배송완료
NV-260527-0001,2026-05-27,22:24,네이버 스마트스토어,홈프래그런스,FR01,무아레 화이트무스크 캔들,2,35600,71200,서울,배송완료
29-260527-0002,2026-05-27,22:45,29CM,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,3,48000,144000,대전,배송완료
NV-260527-0002,2026-05-27,23:20,네이버 스마트스토어,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,19800,19800,서울,배송완료
NV-260528-0012,2026-05-28,02:15,네이버 스마트스토어,테이블웨어,TW05,무아레 스톤 보울,1,24800,24800,서울,배송완료
NV-260528-0007,2026-05-28,04:16,네이버 스마트스토어,홈프래그런스,FR08,무아레 미니 캔들 3종세트,3,31700,95100,기타,배송완료
MW-260528-0022,2026-05-28,06:14,자사몰,패브릭,FB02,무아레 린넨 테이블러너,2,30000,60000,경기,배송완료
MW-260528-0012,2026-05-28,06:18,자사몰,패브릭,FB03,무아레 워시드 쿠션커버,1,27000,27000,기타,배송완료
OH-260528-0003,2026-05-28,07:05,오늘의집,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,38000,38000,경기,배송완료
NV-260528-0009,2026-05-28,07:32,네이버 스마트스토어,테이블웨어,TW01,무아레 스톤 머그,1,20800,20800,대구,배송완료
MW-260528-0021,2026-05-28,07:37,자사몰,테이블웨어,TW06,무아레 글라스 컵 4P,1,37000,37000,경기,배송완료
OH-260528-0002,2026-05-28,07:47,오늘의집,홈프래그런스,FR03,무아레 시트러스 캔들,1,42000,42000,인천,교환완료
MW-260528-0009,2026-05-28,07:48,자사몰,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,24000,24000,기타,교환완료
OH-260528-0005,2026-05-28,08:02,오늘의집,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,34000,34000,인천,배송완료
OH-260528-0005,2026-05-28,08:02,오늘의집,테이블웨어,TW02,무아레 웨이브 머그,1,24000,24000,인천,배송완료
OH-260528-0005,2026-05-28,08:02,오늘의집,테이블웨어,TW06,무아레 글라스 컵 4P,1,39000,39000,인천,배송완료
MW-260528-0014,2026-05-28,08:09,자사몰,홈프래그런스,FR02,무아레 우드세이지 캔들,1,36000,36000,기타,배송완료
29-260528-0001,2026-05-28,08:33,29CM,테이블웨어,TW01,무아레 스톤 머그,1,22000,22000,대구,배송완료
OH-260528-0001,2026-05-28,09:01,오늘의집,문구,ST01,무아레 데일리 다이어리,3,22000,66000,경기,배송완료
OH-260528-0001,2026-05-28,09:01,오늘의집,패브릭,FB03,무아레 워시드 쿠션커버,2,29000,58000,경기,배송완료
MW-260528-0002,2026-05-28,09:12,자사몰,패브릭,FB05,무아레 웨이브 테이블러너,1,32000,32000,서울,배송완료
MW-260528-0007,2026-05-28,09:44,자사몰,문구,ST05,무아레 실링스티커,2,6000,12000,인천,배송완료
MW-260528-0011,2026-05-28,09:51,자사몰,문구,ST03,무아레 아트 엽서세트,1,8500,8500,울산,배송완료
MW-260528-0011,2026-05-28,09:51,자사몰,테이블웨어,TW03,무아레 스톤 플레이트 2P,1,30000,30000,울산,배송완료
MW-260528-0011,2026-05-28,09:51,자사몰,패브릭,FB06,무아레 코튼 플레이스매트 2P,1,22000,22000,울산,배송완료
MW-260528-0013,2026-05-28,09:58,자사몰,테이블웨어,TW04,무아레 웨이브 플레이트 2P,2,32000,64000,기타,배송완료
MW-260528-0001,2026-05-28,10:03,자사몰,테이블웨어,TW06,무아레 글라스 컵 4P,1,37000,37000,서울,배송완료
MW-260528-0001,2026-05-28,10:03,자사몰,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,2,45000,90000,서울,배송완료
29-260528-0007,2026-05-28,10:09,29CM,테이블웨어,TW06,무아레 글라스 컵 4P,2,39000,78000,경기,배송중
29-260528-0005,2026-05-28,10:10,29CM,테이블웨어,TW01,무아레 스톤 머그,1,22000,22000,서울,배송완료
29-260528-0002,2026-05-28,11:36,29CM,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,2,52000,104000,경남,배송완료
29-260528-0002,2026-05-28,11:36,29CM,테이블웨어,TW05,무아레 스톤 보울,1,26000,26000,경남,배송완료
29-260528-0008,2026-05-28,11:48,29CM,테이블웨어,TW02,무아레 웨이브 머그,3,24000,72000,인천,배송완료
OH-260528-0007,2026-05-28,12:05,오늘의집,홈프래그런스,FR03,무아레 시트러스 캔들,2,42000,84000,서울,배송완료
OH-260528-0007,2026-05-28,12:05,오늘의집,홈프래그런스,FR06,무아레 리넨 룸스프레이,2,26000,52000,서울,배송완료
OH-260528-0004,2026-05-28,12:11,오늘의집,테이블웨어,TW02,무아레 웨이브 머그,1,24000,24000,서울,배송완료
OH-260528-0004,2026-05-28,12:11,오늘의집,홈프래그런스,FR02,무아레 우드세이지 캔들,2,38000,76000,서울,배송완료
OH-260528-0004,2026-05-28,12:11,오늘의집,문구,ST01,무아레 데일리 다이어리,1,22000,22000,서울,배송완료
MW-260528-0025,2026-05-28,13:01,자사몰,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,20000,20000,인천,교환완료
MW-260528-0025,2026-05-28,13:01,자사몰,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,2,45000,90000,인천,교환완료
MW-260528-0008,2026-05-28,13:37,자사몰,패브릭,FB05,무아레 웨이브 테이블러너,1,32000,32000,경기,배송완료
MW-260528-0003,2026-05-28,13:41,자사몰,문구,ST04,무아레 마스킹테이프 세트,3,5000,15000,서울,배송완료
MW-260528-0003,2026-05-28,13:41,자사몰,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,32000,32000,서울,배송완료
OH-260528-0008,2026-05-28,14:17,오늘의집,홈프래그런스,FR02,무아레 우드세이지 캔들,1,38000,38000,경기,배송완료
OH-260528-0008,2026-05-28,14:17,오늘의집,패브릭,FB05,무아레 웨이브 테이블러너,2,34000,68000,경기,배송완료
OH-260528-0008,2026-05-28,14:17,오늘의집,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,26000,26000,경기,배송완료
NV-260528-0001,2026-05-28,14:37,네이버 스마트스토어,문구,ST01,무아레 데일리 다이어리,3,20800,62400,부산,배송완료
MW-260528-0020,2026-05-28,14:39,자사몰,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,2,20000,40000,대전,배송완료
MW-260528-0017,2026-05-28,15:28,자사몰,문구,ST04,무아레 마스킹테이프 세트,1,5000,5000,기타,배송완료
MW-260528-0017,2026-05-28,15:28,자사몰,문구,ST02,무아레 그리드 노트,1,11000,11000,기타,배송완료
MW-260528-0010,2026-05-28,15:33,자사몰,테이블웨어,TW02,무아레 웨이브 머그,2,23000,46000,경기,배송완료
MW-260528-0006,2026-05-28,16:25,자사몰,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,36000,36000,기타,배송완료
MW-260528-0006,2026-05-28,16:25,자사몰,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,2,20000,40000,기타,배송완료
NV-260528-0004,2026-05-28,16:40,네이버 스마트스토어,패브릭,FB03,무아레 워시드 쿠션커버,1,26700,26700,인천,배송완료
MW-260528-0016,2026-05-28,17:04,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,울산,배송완료
NV-260528-0010,2026-05-28,18:10,네이버 스마트스토어,홈프래그런스,FR02,무아레 우드세이지 캔들,2,35600,71200,경기,배송완료
MW-260528-0004,2026-05-28,18:11,자사몰,홈프래그런스,FR02,무아레 우드세이지 캔들,3,36000,108000,서울,배송완료
NV-260528-0005,2026-05-28,18:16,네이버 스마트스토어,테이블웨어,TW01,무아레 스톤 머그,1,20800,20800,서울,배송완료
NV-260528-0005,2026-05-28,18:16,네이버 스마트스토어,패브릭,FB06,무아레 코튼 플레이스매트 2P,2,21800,43600,서울,배송완료
OH-260528-0006,2026-05-28,18:47,오늘의집,테이블웨어,TW05,무아레 스톤 보울,2,26000,52000,경남,배송완료
OH-260528-0006,2026-05-28,18:47,오늘의집,홈프래그런스,FR08,무아레 미니 캔들 3종세트,2,34000,68000,경남,배송완료
OH-260528-0006,2026-05-28,18:47,오늘의집,패브릭,FB04,무아레 린넨 앞치마,1,34000,34000,경남,배송완료
29-260528-0004,2026-05-28,18:48,29CM,패브릭,FB03,무아레 워시드 쿠션커버,1,29000,29000,부산,배송완료
NV-260528-0011,2026-05-28,19:22,네이버 스마트스토어,테이블웨어,TW03,무아레 스톤 플레이트 2P,1,29700,29700,서울,배송완료
MW-260528-0015,2026-05-28,19:44,자사몰,문구,ST01,무아레 데일리 다이어리,2,18900,37800,대구,배송완료
NV-260528-0006,2026-05-28,19:50,네이버 스마트스토어,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,3,44600,133800,서울,배송완료
29-260528-0006,2026-05-28,20:03,29CM,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,26000,26000,서울,배송완료
MW-260528-0019,2026-05-28,20:08,자사몰,문구,ST01,무아레 데일리 다이어리,2,18900,37800,대전,배송중
MW-260528-0005,2026-05-28,20:24,자사몰,문구,ST02,무아레 그리드 노트,4,11000,44000,경기,배송완료
MW-260528-0023,2026-05-28,20:36,자사몰,문구,ST06,무아레 데스크 캘린더,4,13500,54000,대구,배송완료
MW-260528-0024,2026-05-28,21:07,자사몰,홈프래그런스,FR06,무아레 리넨 룸스프레이,2,24000,48000,서울,배송완료
